title,description,category,price,brand,specTableContent,text_for_embedding
" ""Transcend 32 GB Class 10 SDHC Flash Memory Card (TS32GSDHC10E)"" ""Camera & Photo Accessories - Page 3 | All Tech Toys""","""Transcend TS32GSDHC10 Secure Digital High Capacity (SDHC) TS32GSDHC10 Flash Memory"" ",Camera_and_Photo,,"""Transcend""",,"Title:  ""Transcend 32 GB Class 10 SDHC Flash Memory Card (TS32GSDHC10E)"" ""Camera & Photo Accessories - Page 3 | All Tech Toys"", Category: Camera_and_Photo, Price: None, Brand: ""Transcend"", Specifications: None"
" ""Carrying Bag for Sony Cyber-shot DSC-T200 Camera - White"" White Free Shipping""",,Camera_and_Photo,,,,"Title:  ""Carrying Bag for Sony Cyber-shot DSC-T200 Camera - White"" White Free Shipping"", Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Sony Cyber-shot Digital Camera RX100 II, 20.2MP, Black""@en II 20.2MP Black (DSCRX100M2/B)""@en",,Camera_and_Photo,,,,"Title:  ""Sony Cyber-shot Digital Camera RX100 II, 20.2MP, Black""@en II 20.2MP Black (DSCRX100M2/B)""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""GoPro Fixation lat�rale"" ""Gopro Lat�rale - Que-Du-Sport""","""
GoPro Fixation latérale

 

 



Fixez votre caméra Gopro sur votre casque, véhicule, équipement, et plus encore. Le bras articulé tridirectionnel vous permet de cadrer vos images très facilement. 

Compatible avec TOUTES les Caméras HERO3, HERO2 et HD HERO Original

 

 



 

 

Comprend :


	Fixation latérale
	Fixation adhésive incurvée




 

 "" ",Camera_and_Photo,,,,"Title:  ""GoPro Fixation lat�rale"" ""Gopro Lat�rale - Que-Du-Sport"", Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""GoPro Side Mount - support system adhesive mount"" "" GoPro mount AHEDM-001 Digital Camera Accessories CDWG.com","""Attach your GoPro camera to the side of helmets, vehicles, gear and more. 3-way pivot adjustability makes aiming easy."" ",Camera_and_Photo,,,,"Title:  ""GoPro Side Mount - support system adhesive mount"" "" GoPro mount AHEDM-001 Digital Camera Accessories CDWG.com, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Sony RMTDSLR2 Wireless Remote for Alpha & NEX""@en NEX (RMTDSLR2)""@en",,Camera_and_Photo,,,,"Title:  ""Sony RMTDSLR2 Wireless Remote for Alpha & NEX""@en NEX (RMTDSLR2)""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Sony Alpha a6000 Mirrorless Digital Camera - Body only""@en-US ""Digital Cameras Page 4 | EISF""@en-US","""79-point focal plane phase-detection AF sensor. The compact, lightweight camera delivers superb image quality - via newly developed 24.3-effective-megapixel (approx.) Exmor APS HD CMOS sensor and BIONZ X image processing engine - as well as highly intuitive operation thanks to an OLED Tru-Finder and two operation dials.""@en-US ",Camera_and_Photo,,"""Sony""@en-US",,"Title:  ""Sony Alpha a6000 Mirrorless Digital Camera - Body only""@en-US ""Digital Cameras Page 4 | EISF""@en-US, Category: Camera_and_Photo, Price: None, Brand: ""Sony""@en-US, Specifications: None"
" ""Logitech® BCC950 USB Full HD 1080p UC Conference-Cam""@en-gb 1080p... | 960-000867 £190.99 Insight UK""@en-gb","""It combines HD 1080p 30fps video with high-quality full-duplex speakerphone clarity for business-grade video conferencing. UVC H. 264 onboard technology helps ensure quick Plug-and-Play functionality on both PCs and Macs - no software to install. The built-in, full duplex speakerphone and noise-canceling microphone allow all meeting members to hear and be heard clearly up to 8 feet away from the base.""@en-gb ",Computers_and_Accessories,,"""Logitech""@en-gb"," Logitech BCC950 ConferenceCam - web camera Device Type Web camera - pan / tilt / zoom Audio Yes: built-in speaker, built-in microphone Connectivity Technology Wired Camera Colour Max Resolution 1920 x 1080 Focus Adjustment Automatic Panning Range (degree) 180 Tilting Range (degree) 55 Interfaces USB 2.0 Cables Included 1 - USB cable - 2.4 m Features USB 2.0 compatibility, Carl Zeiss optics, Skype compatible Manufacturer Warranty 2 years warranty Microsoft Certification Compatible with Windows 7","Title:  ""Logitech® BCC950 USB Full HD 1080p UC Conference-Cam""@en-gb 1080p... | 960-000867 £190.99 Insight UK""@en-gb, Category: Computers_and_Accessories, Price: None, Brand: ""Logitech""@en-gb, Specifications:  Logitech BCC950 ConferenceCam - web camera Device Type Web camera - pan / tilt / zoom Audio Yes: built-in speaker, built-in microphone Connectivity Technology Wired Camera Colour Max Resolution 1920 x 1080 Focus Adjustment Automatic Panning Range (degree) 180 Tilting Range (degree) 55 Interfaces USB 2.0 Cables Included 1 - USB cable - 2.4 m Features USB 2.0 compatibility, Carl Zeiss optics, Skype compatible Manufacturer Warranty 2 years warranty Microsoft Certification Compatible with Windows 7"
" ""Polycom Interface Module SS2"" "" Polycom SS2 - 2305-06415-601 Hardware Upgrade/PC Cards CDW.com","""Interface Module for SoundStation 2 Avaya 2490 conference phone"" ",Computers_and_Accessories,,,,"Title:  ""Polycom Interface Module SS2"" "" Polycom SS2 - 2305-06415-601 Hardware Upgrade/PC Cards CDW.com, Category: Computers_and_Accessories, Price: None, Brand: None, Specifications: None"
" ""Fujifilm Instax Mini 25 Camera (White) uses Film""@en "" Film Cameras | Unique Photo ""@en","""
	- Instant Film Camera 
	- Double shutter design for easy landscape or portrait photos
	- Automatic built in fash

""@en ",Camera_and_Photo,,,,"Title:  ""Fujifilm Instax Mini 25 Camera (White) uses Film""@en "" Film Cameras | Unique Photo ""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Fujifilm Instax Mini 8 Instant Film Camera (Yellow) (B00AWKJPOK | - Yellow 074101102291)""@en ""Best Deals Fujifilm Budkoo!""@en","""
        New slimmer and lighter body
        Automatic exposure measurement.  The camera signals the recommended aperture setting with a flashing LED.  This helps capture the perfect photo every time.
        New High-Key mode - Take brighter pictures with a soft look - perfect for portraits.
        New improved viewfinder for greater clarity and visibility.
      ""@en ",Camera_and_Photo,,, Name Value Binding Electronics Catalog Number List 1000050651 16273441 122550 Creator FUJIFILM Ean List 0071020422394 0074101102291 Is Memorabilia 0 Label Fujifilm Model Instax Mini 8 - Yellow Package Dimensions 2 x 6 x 0 x 5 Part Number Instax Mini 8 - Yellow Publisher Fujifilm Studio Fujifilm Upc 074101102291 Warranty ONE YEAR Name Value Brand Fujifilm Color Yellow Ean 0071020422394 Is Autographed false Item Dimensions 5 x 3 x 0 x 5 Languages EnglishUnknown Manufacturer Fujifilm Mpn Instax Mini 8 - Yellow Package Quantity 1 Product Group Photography Product Type Subcategory instant Size none Title Fujifilm Instax Mini 8 Instant Film Camera (Yellow) Upc List 074101102291 071020422394 Name Value Binding Electronics Catalog Number List 1000050651 16273441 122550 Creator FUJIFILM Ean List 0071020422394 0074101102291 Is Memorabilia 0 Label Fujifilm Model Instax Mini 8 - Yellow Package Dimensions 2 x 6 x 0 x 5 Part Number Instax Mini 8 - Yellow Publisher Fujifilm Studio Fujifilm Upc 074101102291 Warranty ONE YEAR Name Value Brand Fujifilm Color Yellow Ean 0071020422394 Is Autographed false Item Dimensions 5 x 3 x 0 x 5 Languages EnglishUnknown Manufacturer Fujifilm Mpn Instax Mini 8 - Yellow Package Quantity 1 Product Group Photography Product Type Subcategory instant Size none Title Fujifilm Instax Mini 8 Instant Film Camera (Yellow) Upc List 074101102291 071020422394,"Title:  ""Fujifilm Instax Mini 8 Instant Film Camera (Yellow) (B00AWKJPOK | - Yellow 074101102291)""@en ""Best Deals Fujifilm Budkoo!""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications:  Name Value Binding Electronics Catalog Number List 1000050651 16273441 122550 Creator FUJIFILM Ean List 0071020422394 0074101102291 Is Memorabilia 0 Label Fujifilm Model Instax Mini 8 - Yellow Package Dimensions 2 x 6 x 0 x 5 Part Number Instax Mini 8 - Yellow Publisher Fujifilm Studio Fujifilm Upc 074101102291 Warranty ONE YEAR Name Value Brand Fujifilm Color Yellow Ean 0071020422394 Is Autographed false Item Dimensions 5 x 3 x 0 x 5 Languages EnglishUnknown Manufacturer Fujifilm Mpn Instax Mini 8 - Yellow Package Quantity 1 Product Group Photography Product Type Subcategory instant Size none Title Fujifilm Instax Mini 8 Instant Film Camera (Yellow) Upc List 074101102291 071020422394 Name Value Binding Electronics Catalog Number List 1000050651 16273441 122550 Creator FUJIFILM Ean List 0071020422394 0074101102291 Is Memorabilia 0 Label Fujifilm Model Instax Mini 8 - Yellow Package Dimensions 2 x 6 x 0 x 5 Part Number Instax Mini 8 - Yellow Publisher Fujifilm Studio Fujifilm Upc 074101102291 Warranty ONE YEAR Name Value Brand Fujifilm Color Yellow Ean 0071020422394 Is Autographed false Item Dimensions 5 x 3 x 0 x 5 Languages EnglishUnknown Manufacturer Fujifilm Mpn Instax Mini 8 - Yellow Package Quantity 1 Product Group Photography Product Type Subcategory instant Size none Title Fujifilm Instax Mini 8 Instant Film Camera (Yellow) Upc List 074101102291 071020422394"
" ""Vigilance Full HD Surveillance Starter Kit""@ro ""DNR16-4802-2 Vigilance Kit | D-Link Romania""@ro","""
              The Vigilance Full HD Surveillance Starter Kit includes the 16-Channel PoE Network Video Recorder and 2 x Full HD Outdoor PoE Mini Dome Cameras to allow you to start protecting your premise right away. Simply add hard disk(s) to the Network Video Recorder (NVR) and connect the cameras, to start monitoring and recording without the need of a computer.
				
					
					
						
							Download the datasheet.
						
					
				
              
				 
	                        List Retailers
	                        
				      
              
            ""@ro ",Camera_and_Photo,,,,"Title:  ""Vigilance Full HD Surveillance Starter Kit""@ro ""DNR16-4802-2 Vigilance Kit | D-Link Romania""@ro, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""D-Link DCS-2332L Cámara de Seguridad HD WiFi Visión Nocturna""@es Nocturna |PcComponentes ""@es",,Camera_and_Photo,,,,"Title:  ""D-Link DCS-2332L Cámara de Seguridad HD WiFi Visión Nocturna""@es Nocturna |PcComponentes ""@es, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Zewnętrzna kamera IP PoE HD Cloud""@pl ""DCS-2310L Zewnętrzna Cloud | D-Link Polska""@pl","""
              
    Doskonały obraz w jakości HD 
    Przetwornik HD o rozdzielczości 1 megapiksela pozwala rejestrować obraz (ruchomy i nieruchomy) HD w rozdzielczości 720p. To gwarantuje wychwycenie wszystkich szczegółów. 
    Całodobowe monitorowanie domu 
    Przestrzeń zewnętrzną można monitorować nawet w całkowitej ciemności dzięki diodom emitującym promieniowanie podczerwone. Urządzenia spełniają również wymagania normy IP-65, co oznacza, że są całkowicie chronione przed kurzem oraz strumieniem wody (np. deszczem). 
    Całodobowe monitorowanie domu z dowolnego miejsca 
    Usługi chmury mydlink™ umożliwiają monitorowanie na żywo przez 24 godziny na dobę za pomocą komputera PC, telefonu iPhone®, tabletu iPad® lub urządzenia z systemem Android™. 

				
					
					
						
							Pobierz kartę produktu.
						
					
				
              
				 
	                        Lista sklepów
	                        
				      
              
            ""@pl ",Camera_and_Photo,,,,"Title:  ""Zewnętrzna kamera IP PoE HD Cloud""@pl ""DCS-2310L Zewnętrzna Cloud | D-Link Polska""@pl, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Videocamera di sorveglianza mydlink™ WirelessAC Mini-Bullet HD Day/Night""@it Day/Night DCS-7000L | D-Link Italia""@it","""
              La DCS-7000L è una videocamera di sorveglianza IP dalle dimensioni estremamente ridotte, compatibile con mydlink™ per la sorveglianza 24 ore su 24. La tecnologia Wireless AC integrata garantisce uno streaming più fluido e una superiore affidabilità; e grazie alla compatibilità con mydlink™, è possibile tenere sotto controllo le cose anche da smartphone o tablet.
				
					
					
						
							Download the datasheet.
						
					
				
              
				 
	                        Elenco negozi
	                        
				      
              
            ""@it ",Camera_and_Photo,,, Versione Descrizione Data 1.05.02 Firmware 20/10/2016 Download 1.02.05 Firmware 19/10/2015 Download 1.03.00 Firmware 16/10/2015 Download Firmware Release notes included 1.01.01 Firmware Release notes included 09/01/2015 Download Firmware Release notes included 1.00.04 Firmware Release notes included 25/11/2014 Download,"Title:  ""Videocamera di sorveglianza mydlink™ WirelessAC Mini-Bullet HD Day/Night""@it Day/Night DCS-7000L | D-Link Italia""@it, Category: Camera_and_Photo, Price: None, Brand: None, Specifications:  Versione Descrizione Data 1.05.02 Firmware 20/10/2016 Download 1.02.05 Firmware 19/10/2015 Download 1.03.00 Firmware 16/10/2015 Download Firmware Release notes included 1.01.01 Firmware Release notes included 09/01/2015 Download Firmware Release notes included 1.00.04 Firmware Release notes included 25/11/2014 Download"
" ""Camera quan sát  WTC-T201C""@vi WinTech Việt Nam""@vi sát  WTC-T201C","""Camera quan sát WTC-T203CTruyền hình ảnh chất lượng HD với khoảng cách 500-700m ,không bị delay hình ảnhĐộ phân giải:HD (1280 x 720 ) 1.3 MPÁnh sáng tối thiểu:0.01 Lux/F1.2""@vi ",Camera_and_Photo,,,,"Title:  ""Camera quan sát  WTC-T201C""@vi WinTech Việt Nam""@vi sát  WTC-T201C, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Camera IP Wi-fi hồng ngoại không dây WTC IP9506"" Nhà Phân Phối Camera WinTech"" IP9506","""Camera IP Wi-fi hồng ngoại không dây WTC IP9506-       Chuẩn nén hình ảnh: H.264.-       Độ phân giải hình ảnh: 1.3 Megapixel.-       Ống kính: 3.6mm.-       Số đèn LED hồng ngoại: 10 đèn Ø5mm. "" ",Camera_and_Photo,,,,"Title:  ""Camera IP Wi-fi hồng ngoại không dây WTC IP9506"" Nhà Phân Phối Camera WinTech"" IP9506, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""X1D Digital Medium Format Mirrorless Camera Body""",,Camera_and_Photo,"""8995.00"", ""USD""","""Hasselblad""",,"Title:  ""X1D Digital Medium Format Mirrorless Camera Body"", Category: Camera_and_Photo, Price: ""8995.00"", ""USD"", Brand: ""Hasselblad"", Specifications: None"
" "" 14.1 Megapixel Lumix Digital Camera DMC-FX75S ""@en, ""@en ""Panasonic Product Support - DMC-FX75S""@en","""
Features

  Zoom: Easily bring your images closer without losing picture quality in an ultra compact camera
  3.0"" Touch Screen LCD: Control all of your camera functions on a large easy to read LCD screen
  Sonic Speed AF: Quickly focus in on the action as it is taking place
  Silver

""@en ",Camera_and_Photo,,,,"Title:  "" 14.1 Megapixel Lumix Digital Camera DMC-FX75S ""@en, ""@en ""Panasonic Product Support - DMC-FX75S""@en, Category: Camera_and_Photo, Price: None, Brand: None, Specifications: None"
" ""Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits"" Bits comprar e ofertas na Bikeinn""","""
		Description Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits 
		 
		
			Tradução gerada automaticamente
			Ver descrição original em Inglês
		
		
		
			Pesados, loja de qualidade chave de três vias. Duas peças Serviceable Corpo permite a fácil substituição / troca de bits. Clássico, fácil de usar forma compacta. Durável, usinado CNC corpo de aço endurecido. Pesados, desenhado e forjou CRV + pedaços de aço anti corrosão. Bits da ferramenta de substituição incluído em cada chave. Não todos os bits não são intercambiáveis ​​entre os corpos.Especificações:Peso: 368g
			Descubra a gama completa de produtos  da Lezyne, disponíveis em stock e ao melhor preço. Na bikeinn, a sua loja online de , poderá comprar o nosso produto Lezyne 3 - Way - With 4 / 5 / 6 mm CRV Hex Bits online, a partir do conforto da sua casa, com toda a garantia de receção dentro de 24-48h.
			
				
					
				
				
				 
				
					Clique no link seguinte para obter mais informações sobre:
					Especificações 
				
			
			
				
					
				
				
					Clique no link seguinte para obter mais informações sobre:
					Manual
				
			
			
				
					Guia de tamanhos
				
			
		
	"" ",Camera_and_Photo,,"""Lezyne""",,"Title:  ""Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits"" Bits comprar e ofertas na Bikeinn"", Category: Camera_and_Photo, Price: None, Brand: ""Lezyne"", Specifications: None"
